date,department,new_inpatient_admissions,new_outpatients,new_icu_admissions,post_op_complications,complications_rate,avg_length_of_stay,patients_per_doctor,consultations_per_shift,patient_satisfaction_score,bed_occupancy,diagnosis_name,diagnosis_inpatient_volume,diagnosis_outpatient_volume,diagnosis_cost,readmissions,readmission_rate,nurse_to_patient_ratio,ot_slots_available,ot_slots_used,ot_utilization_rate,ed_visit_volume,ed_wait_time
9-Jun-2025,Gynecology & OBG,0,50,0,0,0,1.9,12,11,3.79,92,Menstrual Disorder,0,50,100000,0,0,0.3,10,5,50,16,46
9-Jun-2025,Pediatrics,6,18,0,0,0,7.7,12,5,3.67,66,Asthma,6,18,64818,0,0,0.25,0,0,0,45,113
9-Jun-2025,Pediatrics,0,41,0,0,0,0.7,28,12,3.98,84,Fever,0,41,65600,0,0,0.28,0,0,0,38,108
9-Jun-2025,Pediatrics,4,6,0,0,0,3.4,14,8,4.74,76,Diarrhea,4,6,45612,0,0,0.17,0,0,0,44,23
9-Jun-2025,Pediatrics,20,0,1,3,15,5.7,21,11,4.44,74,Pneumonia,20,0,144400,0,0,0.29,0,0,0,34,31
9-Jun-2025,Pediatrics,9,0,1,1,11.11,4.3,22,7,3.59,79,Malnutrition,9,0,55161,1,11.11,0.17,0,0,0,72,58
9-Jun-2025,Pediatrics,0,32,0,0,0,0.6,17,10,3.85,65,Anemia,0,32,51200,0,0,0.26,0,0,0,69,57
9-Jun-2025,Orthopedics,6,0,0,0,0,3.8,22,6,4.24,91,Fracture,6,0,79002,0,0,0.25,11,1,9.09,7,22
9-Jun-2025,Orthopedics,0,41,0,0,0,0.8,16,11,3.79,82,Osteoarthritis,0,41,86100,0,0,0.26,13,9,69.23,19,30
9-Jun-2025,Orthopedics,0,40,0,0,0,1.2,16,4,3.68,67,Back Pain,0,40,84000,0,0,0.2,14,0,0,22,6
9-Jun-2025,Orthopedics,3,0,0,0,0,6.7,19,10,4.62,68,Joint Replacement,3,0,52914,0,0,0.19,8,8,100,14,14
9-Jun-2025,Orthopedics,3,6,0,1,33.33,4.9,28,6,3.7,65,Sports Injury,3,6,66246,1,33.33,0.18,11,0,0,23,44
9-Jun-2025,Orthopedics,9,0,1,1,11.11,7.7,28,5,4.14,76,Spinal Disorder,9,0,157131,1,11.11,0.26,8,5,62.5,5,23
9-Jun-2025,Cardiology,5,0,0,0,0,3.3,23,8,3.92,92,Myocardial Infarction,5,0,95505,1,20,0.27,0,0,0,41,13
9-Jun-2025,Cardiology,20,0,1,1,5,7.8,18,6,4.41,84,Heart Failure,20,0,349820,0,0,0.29,0,0,0,78,44
9-Jun-2025,Cardiology,6,9,0,0,0,5,20,6,4.02,89,Arrhythmia,6,9,152868,0,0,0.32,0,0,0,64,34
9-Jun-2025,Cardiology,0,10,0,0,0,1.1,14,11,4.52,78,Hypertension,0,10,25000,0,0,0.19,0,0,0,26,38
9-Jun-2025,Cardiology,0,20,0,0,0,1.9,12,5,4.72,83,Stable Angina,0,20,50000,0,0,0.23,0,0,0,86,88
9-Jun-2025,Cardiology,0,44,0,0,0,1,15,7,4.59,76,Dyslipidemia,0,44,110000,0,0,0.27,0,0,0,76,14
9-Jun-2025,Pulmonology,14,0,1,1,7.14,3.1,13,9,4.82,90,COPD,14,0,166404,2,14.29,0.26,0,0,0,81,62
9-Jun-2025,Pulmonology,12,0,1,0,0,6.1,13,7,4.72,84,Pneumonia,12,0,125436,0,0,0.24,0,0,0,73,18
9-Jun-2025,Pulmonology,8,5,0,0,0,6.2,28,10,4.67,76,Asthma,8,5,83700,1,12.5,0.26,0,0,0,79,87
9-Jun-2025,Pulmonology,0,30,0,0,0,1.6,16,8,3.7,86,Bronchitis,0,30,51000,0,0,0.29,0,0,0,33,101
9-Jun-2025,Pulmonology,17,0,0,2,11.76,5.9,15,8,4.88,80,Tuberculosis,17,0,195840,1,5.88,0.2,0,0,0,44,85
9-Jun-2025,Pulmonology,0,32,0,0,0,2,25,7,4.21,72,Allergic Rhinitis,0,32,54400,0,0,0.29,0,0,0,29,80
10-Jun-2025,General Medicine,15,0,2,0,0,4,12,7,4.69,69,Sepsis,15,0,79695,1,6.67,0.18,0,0,0,27,62
10-Jun-2025,General Medicine,4,0,0,0,0,6.8,25,5,4.38,70,Hypertension Crisis,4,0,27316,1,25,0.25,0,0,0,72,87
10-Jun-2025,General Medicine,11,0,0,1,9.09,4.8,19,10,3.57,86,Pneumonia,11,0,60016,0,0,0.25,0,0,0,52,74
10-Jun-2025,General Medicine,0,12,0,0,0,1.8,13,10,3.98,84,Diabetes,0,12,18000,0,0,0.19,0,0,0,85,26
10-Jun-2025,General Medicine,0,18,0,0,0,1.5,26,5,4.35,83,Hypertension,0,18,27000,0,0,0.32,0,0,0,86,68
10-Jun-2025,General Medicine,10,14,1,0,0,6.8,25,6,3.93,70,Fever,10,14,83660,1,10,0.28,0,0,0,77,115
10-Jun-2025,General Medicine,0,25,0,0,0,0.8,21,5,4.22,68,Anemia,0,25,37500,0,0,0.32,0,0,0,26,117
10-Jun-2025,General Surgery,17,0,3,2,11.76,3.8,28,11,4.6,65,Appendicitis,17,0,227409,2,11.76,0.24,14,8,57.14,6,24
10-Jun-2025,General Surgery,10,0,0,0,0,3.3,28,8,4.29,70,Gallstones,10,0,110060,0,0,0.2,10,3,30,22,31
10-Jun-2025,General Surgery,12,0,0,0,0,3.9,27,6,4.02,83,Hernia,12,0,150240,1,8.33,0.3,6,1,16.67,15,7
10-Jun-2025,General Surgery,0,18,0,0,0,0.5,25,4,3.62,91,Wound Care,0,18,36000,0,0,0.3,8,5,62.5,23,29
10-Jun-2025,General Surgery,0,18,0,0,0,0.9,15,12,4.79,87,Surgical Consult,0,18,36000,0,0,0.16,11,7,63.64,11,60
10-Jun-2025,General Surgery,18,0,1,0,0,7.6,16,4,4.03,95,Post-op Infection,18,0,181116,0,0,0.28,13,1,7.69,23,17
10-Jun-2025,Nephrology,13,0,0,1,7.69,4.2,27,6,3.97,92,CKD,13,0,107796,0,0,0.27,0,0,0,13,32
10-Jun-2025,Nephrology,12,0,1,2,16.67,4.2,27,11,4.54,73,AKI,12,0,104292,0,0,0.26,0,0,0,25,27
10-Jun-2025,Nephrology,0,43,0,0,0,1.8,28,5,3.74,89,Hemodialysis,0,43,77400,0,0,0.3,0,0,0,7,55
10-Jun-2025,Nephrology,9,24,1,1,11.11,4,14,8,4.42,69,UTI,9,24,127260,0,0,0.29,0,0,0,16,31
10-Jun-2025,Nephrology,9,0,0,1,11.11,4.5,19,5,4.88,81,Renal Calculi,9,0,87219,0,0,0.28,0,0,0,21,32
10-Jun-2025,Nephrology,0,41,0,0,0,1.6,14,6,4.45,89,Follow-up Nephropathy,0,41,73800,0,0,0.23,0,0,0,18,59
10-Jun-2025,Neurology,13,0,1,0,0,3.9,20,12,4.49,75,Stroke,13,0,146640,1,7.69,0.19,0,0,0,5,40
10-Jun-2025,Neurology,7,7,0,0,0,7.9,25,8,4.31,77,Epilepsy,7,7,112000,1,14.29,0.21,0,0,0,7,43
10-Jun-2025,Neurology,0,13,0,0,0,0.6,16,6,3.74,90,Migraine,0,13,28600,0,0,0.24,0,0,0,13,25
10-Jun-2025,Neurology,0,13,0,0,0,0.7,16,10,4.67,94,Neuropathy,0,13,28600,0,0,0.28,0,0,0,24,5
10-Jun-2025,Neurology,4,0,0,0,0,5.9,21,8,4.46,65,Meningitis,4,0,40816,0,0,0.23,0,0,0,18,43
10-Jun-2025,Neurology,0,42,0,0,0,0.8,27,12,4.45,70,Parkinsonism,0,42,92400,0,0,0.3,0,0,0,21,26
10-Jun-2025,Gynecology & OBG,15,0,0,0,0,7.5,23,9,4.34,65,Normal Delivery,15,0,178350,1,6.67,0.31,14,2,14.29,21,13
10-Jun-2025,Gynecology & OBG,5,0,0,0,0,6.1,23,9,3.99,85,C-Section,5,0,49020,1,20,0.25,9,9,100,5,36
10-Jun-2025,Gynecology & OBG,0,35,0,0,0,1.6,16,6,4.87,79,PCOS,0,35,70000,0,0,0.24,14,3,21.43,10,9
10-Jun-2025,Gynecology & OBG,0,39,0,0,0,1.8,14,5,4.25,83,Antenatal Checkup,0,39,78000,0,0,0.19,5,5,100,23,49
10-Jun-2025,Gynecology & OBG,13,0,1,1,7.69,6.9,26,8,4.71,67,Fibroid Uterus,13,0,94900,0,0,0.21,14,9,64.29,21,27
10-Jun-2025,Gynecology & OBG,0,28,0,0,0,0.9,19,4,4.34,77,Menstrual Disorder,0,28,56000,0,0,0.19,12,10,83.33,17,9
10-Jun-2025,Pediatrics,9,13,0,0,0,3.2,26,8,3.71,74,Asthma,9,13,101179,0,0,0.2,0,0,0,34,25
10-Jun-2025,Pediatrics,0,16,0,0,0,1.1,14,9,4.42,88,Fever,0,16,25600,0,0,0.24,0,0,0,49,20
10-Jun-2025,Pediatrics,8,6,0,0,0,5.2,16,8,4.27,79,Diarrhea,8,6,69536,1,12.5,0.29,0,0,0,28,32
10-Jun-2025,Pediatrics,6,0,0,1,16.67,4.5,25,12,4.32,81,Pneumonia,6,0,56694,0,0,0.25,0,0,0,51,63
10-Jun-2025,Pediatrics,19,0,1,2,10.53,3.1,22,4,4.27,66,Malnutrition,19,0,141493,1,5.26,0.19,0,0,0,75,57
10-Jun-2025,Pediatrics,0,33,0,0,0,0.9,17,8,3.98,85,Anemia,0,33,52800,0,0,0.18,0,0,0,53,46
10-Jun-2025,Orthopedics,19,0,3,1,5.26,5.2,17,8,4.18,77,Fracture,19,0,263872,1,5.26,0.18,13,10,76.92,24,8
10-Jun-2025,Orthopedics,0,36,0,0,0,0.6,15,8,4.21,77,Osteoarthritis,0,36,75600,0,0,0.18,6,4,66.67,9,53
10-Jun-2025,Orthopedics,0,10,0,0,0,1.7,22,10,4.61,75,Back Pain,0,10,21000,0,0,0.25,10,2,20,23,25
10-Jun-2025,Orthopedics,20,0,3,3,15,4.5,21,6,3.92,95,Joint Replacement,20,0,252020,3,15,0.3,10,5,50,9,24
10-Jun-2025,Orthopedics,10,21,0,0,0,6.7,24,10,3.73,87,Sports Injury,10,21,194980,0,0,0.25,12,2,16.67,12,29
10-Jun-2025,Orthopedics,6,0,0,1,16.67,5.3,20,10,4.82,82,Spinal Disorder,6,0,95160,1,16.67,0.31,9,1,11.11,18,52
10-Jun-2025,Cardiology,19,0,1,2,10.53,6.2,15,12,3.69,87,Myocardial Infarction,19,0,299478,0,0,0.3,0,0,0,56,42
10-Jun-2025,Cardiology,16,0,2,0,0,3.3,23,11,3.81,86,Heart Failure,16,0,301296,1,6.25,0.26,0,0,0,50,61
10-Jun-2025,Cardiology,7,18,0,0,0,6.1,22,6,3.8,86,Arrhythmia,7,18,194268,1,14.29,0.21,0,0,0,54,88
10-Jun-2025,Cardiology,0,50,0,0,0,0.9,24,6,4.08,88,Hypertension,0,50,125000,0,0,0.24,0,0,0,75,77
10-Jun-2025,Cardiology,0,14,0,0,0,0.5,21,7,3.78,78,Stable Angina,0,14,35000,0,0,0.17,0,0,0,65,86
10-Jun-2025,Cardiology,0,22,0,0,0,1.1,16,9,3.83,77,Dyslipidemia,0,22,55000,0,0,0.17,0,0,0,76,68
10-Jun-2025,Pulmonology,15,0,1,1,6.67,5.2,19,12,3.51,93,COPD,15,0,133515,0,0,0.16,0,0,0,57,53
10-Jun-2025,Pulmonology,3,0,0,1,33.33,7.8,13,5,4.56,90,Pneumonia,3,0,34839,1,33.33,0.32,0,0,0,50,79
10-Jun-2025,Pulmonology,9,5,1,1,11.11,3.1,18,10,4.42,80,Asthma,9,5,87619,0,0,0.21,0,0,0,61,114
10-Jun-2025,Pulmonology,0,14,0,0,0,1.5,12,12,3.6,69,Bronchitis,0,14,23800,0,0,0.33,0,0,0,66,20
10-Jun-2025,Pulmonology,13,0,0,1,7.69,5.6,18,8,4.35,78,Tuberculosis,13,0,96590,1,7.69,0.21,0,0,0,49,111
10-Jun-2025,Pulmonology,0,27,0,0,0,1.5,16,9,4.26,71,Allergic Rhinitis,0,27,45900,0,0,0.16,0,0,0,70,84
11-Jun-2025,General Medicine,19,0,2,1,5.26,3.8,19,6,3.78,86,Sepsis,19,0,106419,1,5.26,0.32,0,0,0,44,58
11-Jun-2025,General Medicine,20,0,3,0,0,5.7,20,12,3.85,70,Hypertension Crisis,20,0,104760,1,5,0.3,0,0,0,89,44
11-Jun-2025,General Medicine,16,0,0,1,6.25,3,28,7,4.75,83,Pneumonia,16,0,91328,1,6.25,0.21,0,0,0,61,36
11-Jun-2025,General Medicine,0,15,0,0,0,0.7,22,5,4.28,75,Diabetes,0,15,22500,0,0,0.3,0,0,0,85,36
11-Jun-2025,General Medicine,0,11,0,0,0,0.5,12,5,3.62,89,Hypertension,0,11,16500,0,0,0.3,0,0,0,90,103
11-Jun-2025,General Medicine,3,7,0,1,33.33,7.6,14,7,4.76,95,Fever,3,7,29955,1,33.33,0.26,0,0,0,45,67
11-Jun-2025,General Medicine,0,37,0,0,0,1.3,13,7,3.64,69,Anemia,0,37,55500,0,0,0.19,0,0,0,73,105
11-Jun-2025,General Surgery,10,0,1,0,0,3.1,27,10,3.67,88,Appendicitis,10,0,126560,1,10,0.17,7,3,42.86,25,9
11-Jun-2025,General Surgery,15,0,1,2,13.33,4.9,22,5,4.64,83,Gallstones,15,0,206115,0,0,0.18,9,3,33.33,22,16
11-Jun-2025,General Surgery,4,0,0,0,0,3.6,28,4,3.51,91,Hernia,4,0,56348,1,25,0.24,5,3,60,19,43
11-Jun-2025,General Surgery,0,18,0,0,0,0.6,19,12,4.22,75,Wound Care,0,18,36000,0,0,0.24,7,6,85.71,23,5
11-Jun-2025,General Surgery,0,35,0,0,0,1.1,16,7,4.42,79,Surgical Consult,0,35,70000,0,0,0.31,12,7,58.33,17,41
11-Jun-2025,General Surgery,3,0,0,1,33.33,6.5,12,8,3.81,79,Post-op Infection,3,0,32400,0,0,0.2,6,0,0,24,14
11-Jun-2025,Nephrology,11,0,1,1,9.09,5.8,13,9,4.04,89,CKD,11,0,114620,1,9.09,0.3,0,0,0,20,11
11-Jun-2025,Nephrology,8,0,1,0,0,6,20,7,3.85,93,AKI,8,0,64968,0,0,0.18,0,0,0,20,15
11-Jun-2025,Nephrology,0,17,0,0,0,1.9,12,4,3.82,76,Hemodialysis,0,17,30600,0,0,0.24,0,0,0,8,51
11-Jun-2025,Nephrology,3,9,0,1,33.33,7.7,13,7,3.67,93,UTI,3,9,48324,1,33.33,0.24,0,0,0,6,14
11-Jun-2025,Nephrology,18,0,1,3,16.67,7.1,12,5,4.25,93,Renal Calculi,18,0,199098,2,11.11,0.3,0,0,0,14,38
11-Jun-2025,Nephrology,0,13,0,0,0,1.9,22,11,3.95,91,Follow-up Nephropathy,0,13,23400,0,0,0.32,0,0,0,21,19
11-Jun-2025,Neurology,17,0,1,1,5.88,6.2,25,7,4.87,76,Stroke,17,0,180812,1,5.88,0.29,0,0,0,5,13
11-Jun-2025,Neurology,4,10,0,1,25,3,22,8,4.21,76,Epilepsy,4,10,68012,0,0,0.17,0,0,0,8,41
11-Jun-2025,Neurology,0,26,0,0,0,0.7,19,4,4.64,75,Migraine,0,26,57200,0,0,0.23,0,0,0,8,54
11-Jun-2025,Neurology,0,45,0,0,0,1.6,19,11,3.68,66,Neuropathy,0,45,99000,0,0,0.33,0,0,0,24,13
11-Jun-2025,Neurology,10,0,1,1,10,3.2,27,7,3.68,92,Meningitis,10,0,99740,0,0,0.24,0,0,0,16,29
11-Jun-2025,Neurology,0,32,0,0,0,0.9,13,10,3.8,81,Parkinsonism,0,32,70400,0,0,0.28,0,0,0,16,18
11-Jun-2025,Gynecology & OBG,5,0,0,1,20,6.4,13,11,4.04,78,Normal Delivery,5,0,49600,1,20,0.26,10,2,20,12,17
11-Jun-2025,Gynecology & OBG,12,0,1,1,8.33,6.6,21,4,4.36,72,C-Section,12,0,121992,1,8.33,0.19,5,1,20,18,18
11-Jun-2025,Gynecology & OBG,0,42,0,0,0,1.1,24,4,3.8,83,PCOS,0,42,84000,0,0,0.23,6,6,100,17,27
11-Jun-2025,Gynecology & OBG,0,48,0,0,0,1.8,22,8,4.35,65,Antenatal Checkup,0,48,96000,0,0,0.24,11,3,27.27,5,13
11-Jun-2025,Gynecology & OBG,16,0,2,0,0,5.5,13,6,3.73,87,Fibroid Uterus,16,0,151728,1,6.25,0.29,15,6,40,14,17
11-Jun-2025,Gynecology & OBG,0,19,0,0,0,1.5,26,6,3.9,80,Menstrual Disorder,0,19,38000,0,0,0.2,12,0,0,22,29
11-Jun-2025,Pediatrics,8,21,0,1,12.5,7.4,14,12,4.03,72,Asthma,8,21,97000,0,0,0.19,0,0,0,37,12
11-Jun-2025,Pediatrics,0,48,0,0,0,1,17,11,4.42,76,Fever,0,48,76800,0,0,0.17,0,0,0,67,108
11-Jun-2025,Pediatrics,8,16,0,0,0,3.7,26,6,3.71,65,Diarrhea,8,16,94856,0,0,0.19,0,0,0,75,85
11-Jun-2025,Pediatrics,4,0,0,1,25,5.7,23,5,4.25,95,Pneumonia,4,0,31296,0,0,0.24,0,0,0,49,12
11-Jun-2025,Pediatrics,3,0,0,1,33.33,4.6,26,5,4.59,79,Malnutrition,3,0,20658,1,33.33,0.16,0,0,0,41,33
11-Jun-2025,Pediatrics,0,25,0,0,0,1.9,21,10,4.22,80,Anemia,0,25,40000,0,0,0.26,0,0,0,56,12
11-Jun-2025,Orthopedics,8,0,0,0,0,5.6,15,7,3.96,85,Fracture,8,0,123640,0,0,0.3,7,3,42.86,7,18
11-Jun-2025,Orthopedics,0,31,0,0,0,1.7,25,5,4.53,70,Osteoarthritis,0,31,65100,0,0,0.3,6,4,66.67,18,55
11-Jun-2025,Orthopedics,0,18,0,0,0,1.8,14,4,4.01,84,Back Pain,0,18,37800,0,0,0.19,9,6,66.67,24,41
11-Jun-2025,Orthopedics,12,0,1,2,16.67,6.4,25,12,3.51,79,Joint Replacement,12,0,162672,0,0,0.2,13,12,92.31,7,21
11-Jun-2025,Orthopedics,6,17,0,1,16.67,6.1,22,10,4.29,70,Sports Injury,6,17,130314,1,16.67,0.22,5,1,20,14,23
11-Jun-2025,Orthopedics,16,0,2,2,12.5,7,16,5,3.92,83,Spinal Disorder,16,0,198368,1,6.25,0.28,6,5,83.33,21,15
11-Jun-2025,Cardiology,15,0,1,1,6.67,4.6,27,10,4.24,82,Myocardial Infarction,15,0,293745,2,13.33,0.3,0,0,0,28,98
11-Jun-2025,Cardiology,18,0,1,3,16.67,6.5,22,8,4.12,68,Heart Failure,18,0,322632,1,5.56,0.27,0,0,0,58,37
11-Jun-2025,Cardiology,6,20,0,0,0,5.7,25,7,4.87,75,Arrhythmia,6,20,166388,1,16.67,0.25,0,0,0,37,76
11-Jun-2025,Cardiology,0,12,0,0,0,1.9,18,9,4.26,90,Hypertension,0,12,30000,0,0,0.2,0,0,0,68,23
11-Jun-2025,Cardiology,0,38,0,0,0,0.7,18,7,3.64,69,Stable Angina,0,38,95000,0,0,0.17,0,0,0,77,23
11-Jun-2025,Cardiology,0,13,0,0,0,0.7,13,9,4.2,73,Dyslipidemia,0,13,32500,0,0,0.16,0,0,0,79,101
11-Jun-2025,Pulmonology,18,0,1,0,0,3.7,26,5,4.03,88,COPD,18,0,142812,0,0,0.29,0,0,0,50,33
11-Jun-2025,Pulmonology,18,0,2,1,5.56,4.4,23,12,3.56,84,Pneumonia,18,0,149868,0,0,0.17,0,0,0,57,97
11-Jun-2025,Pulmonology,4,18,0,0,0,4,16,9,3.62,66,Asthma,4,18,66248,1,25,0.22,0,0,0,30,10
11-Jun-2025,Pulmonology,0,23,0,0,0,1.2,20,5,3.75,88,Bronchitis,0,23,39100,0,0,0.22,0,0,0,54,70
11-Jun-2025,Pulmonology,6,0,0,0,0,4.9,24,7,4.16,94,Tuberculosis,6,0,58098,0,0,0.22,0,0,0,52,39
11-Jun-2025,Pulmonology,0,37,0,0,0,0.6,28,8,4.41,80,Allergic Rhinitis,0,37,62900,0,0,0.31,0,0,0,71,85
12-Jun-2025,General Medicine,3,0,0,0,0,5.7,23,10,4.15,78,Sepsis,3,0,18753,0,0,0.22,0,0,0,72,36
12-Jun-2025,General Medicine,5,0,0,1,20,6.7,23,7,3.94,84,Hypertension Crisis,5,0,31550,1,20,0.2,0,0,0,32,92
12-Jun-2025,General Medicine,16,0,2,1,6.25,6.8,17,10,4.12,66,Pneumonia,16,0,125008,0,0,0.29,0,0,0,69,63
12-Jun-2025,General Medicine,0,21,0,0,0,0.8,25,12,4.57,92,Diabetes,0,21,31500,0,0,0.31,0,0,0,51,85
12-Jun-2025,General Medicine,0,11,0,0,0,0.8,14,10,4.1,88,Hypertension,0,11,16500,0,0,0.28,0,0,0,49,114
12-Jun-2025,General Medicine,9,12,1,0,0,3.9,26,9,3.8,87,Fever,9,12,83106,1,11.11,0.23,0,0,0,55,24
12-Jun-2025,General Medicine,0,10,0,0,0,0.7,13,7,4.31,75,Anemia,0,10,15000,0,0,0.27,0,0,0,73,20
12-Jun-2025,General Surgery,20,0,1,2,10,3.2,14,8,3.86,81,Appendicitis,20,0,290240,3,15,0.22,14,14,100,15,52
12-Jun-2025,General Surgery,8,0,0,0,0,3.1,20,4,3.93,74,Gallstones,8,0,115728,0,0,0.21,7,4,57.14,25,30
12-Jun-2025,General Surgery,4,0,0,0,0,4.2,13,7,3.89,93,Hernia,4,0,49744,1,25,0.2,6,0,0,18,21
12-Jun-2025,General Surgery,0,11,0,0,0,1.8,26,10,4.77,75,Wound Care,0,11,22000,0,0,0.26,5,2,40,7,39
12-Jun-2025,General Surgery,0,40,0,0,0,1.3,22,7,4.36,69,Surgical Consult,0,40,80000,0,0,0.29,11,10,90.91,11,42
12-Jun-2025,General Surgery,19,0,3,2,10.53,4.2,28,7,4.18,84,Post-op Infection,19,0,238716,0,0,0.31,10,0,0,18,38
12-Jun-2025,Nephrology,3,0,0,0,0,6.7,15,7,3.57,85,CKD,3,0,30270,0,0,0.18,0,0,0,10,13
12-Jun-2025,Nephrology,12,0,1,1,8.33,3.5,23,8,3.93,74,AKI,12,0,127188,0,0,0.24,0,0,0,24,52
12-Jun-2025,Nephrology,0,24,0,0,0,1.4,17,8,3.82,86,Hemodialysis,0,24,43200,0,0,0.26,0,0,0,23,40
12-Jun-2025,Nephrology,9,13,1,1,11.11,3,18,12,4.66,65,UTI,9,13,119718,1,11.11,0.22,0,0,0,19,57
12-Jun-2025,Nephrology,4,0,0,0,0,6,18,9,4.65,95,Renal Calculi,4,0,42616,1,25,0.25,0,0,0,13,28
12-Jun-2025,Nephrology,0,47,0,0,0,0.8,15,11,3.86,72,Follow-up Nephropathy,0,47,84600,0,0,0.23,0,0,0,25,14
12-Jun-2025,Neurology,20,0,1,2,10,3.6,28,6,3.76,67,Stroke,20,0,202700,2,10,0.26,0,0,0,6,36
12-Jun-2025,Neurology,7,16,0,1,14.29,7.3,27,9,4.08,82,Epilepsy,7,16,110219,1,14.29,0.33,0,0,0,24,24
12-Jun-2025,Neurology,0,11,0,0,0,0.6,23,7,4.48,79,Migraine,0,11,24200,0,0,0.3,0,0,0,19,57
12-Jun-2025,Neurology,0,12,0,0,0,1,15,9,4.62,73,Neuropathy,0,12,26400,0,0,0.19,0,0,0,10,19
12-Jun-2025,Neurology,15,0,0,2,13.33,7.3,12,10,4.36,65,Meningitis,15,0,193320,1,6.67,0.28,0,0,0,6,27
12-Jun-2025,Neurology,0,33,0,0,0,0.7,20,4,4.21,79,Parkinsonism,0,33,72600,0,0,0.25,0,0,0,9,29
12-Jun-2025,Gynecology & OBG,20,0,3,0,0,4.5,28,4,4.37,88,Normal Delivery,20,0,172540,1,5,0.25,8,5,62.5,6,21
12-Jun-2025,Gynecology & OBG,17,0,3,0,0,4.8,20,6,4.61,75,C-Section,17,0,159171,0,0,0.17,8,8,100,15,16
12-Jun-2025,Gynecology & OBG,0,36,0,0,0,1,22,4,4.55,92,PCOS,0,36,72000,0,0,0.21,13,5,38.46,25,10
12-Jun-2025,Gynecology & OBG,0,31,0,0,0,0.9,15,4,4.39,82,Antenatal Checkup,0,31,62000,0,0,0.25,10,2,20,23,60
12-Jun-2025,Gynecology & OBG,16,0,1,0,0,6.7,17,12,4.08,73,Fibroid Uterus,16,0,126928,2,12.5,0.18,8,1,12.5,11,50
12-Jun-2025,Gynecology & OBG,0,24,0,0,0,1.5,18,9,3.85,75,Menstrual Disorder,0,24,48000,0,0,0.31,12,11,91.67,15,16
12-Jun-2025,Pediatrics,11,17,2,0,0,7.8,14,5,4.65,65,Asthma,11,17,134043,0,0,0.26,0,0,0,72,17
12-Jun-2025,Pediatrics,0,22,0,0,0,1,14,9,3.93,94,Fever,0,22,35200,0,0,0.17,0,0,0,73,11
12-Jun-2025,Pediatrics,2,6,0,0,0,6.2,23,10,4.8,75,Diarrhea,2,6,29120,1,50,0.22,0,0,0,87,51
12-Jun-2025,Pediatrics,20,0,2,0,0,6,19,12,3.62,71,Pneumonia,20,0,156680,1,5,0.32,0,0,0,69,120
12-Jun-2025,Pediatrics,7,0,0,1,14.29,6.3,20,11,3.6,88,Malnutrition,7,0,67018,1,14.29,0.17,0,0,0,60,92
12-Jun-2025,Pediatrics,0,14,0,0,0,1.6,17,8,4.34,77,Anemia,0,14,22400,0,0,0.26,0,0,0,41,95
12-Jun-2025,Orthopedics,15,0,1,2,13.33,6.6,13,4,3.61,67,Fracture,15,0,265755,2,13.33,0.24,6,5,83.33,16,45
12-Jun-2025,Orthopedics,0,34,0,0,0,1.3,17,12,4.1,67,Osteoarthritis,0,34,71400,0,0,0.3,8,5,62.5,10,27
12-Jun-2025,Orthopedics,0,22,0,0,0,0.6,28,7,4.74,74,Back Pain,0,22,46200,0,0,0.25,14,11,78.57,13,28
12-Jun-2025,Orthopedics,5,0,0,1,20,6.3,23,7,4.16,68,Joint Replacement,5,0,85935,1,20,0.21,6,0,0,14,32
12-Jun-2025,Orthopedics,9,25,1,1,11.11,4.9,25,5,4.6,73,Sports Injury,9,25,172407,1,11.11,0.24,12,12,100,19,17
12-Jun-2025,Orthopedics,14,0,2,1,7.14,4.9,13,6,3.8,77,Spinal Disorder,14,0,180516,2,14.29,0.31,6,5,83.33,18,9
12-Jun-2025,Cardiology,3,0,0,0,0,5.3,13,7,3.99,73,Myocardial Infarction,3,0,50049,1,33.33,0.27,0,0,0,44,97
12-Jun-2025,Cardiology,10,0,1,0,0,3.6,15,5,4.54,69,Heart Failure,10,0,207130,0,0,0.32,0,0,0,55,102
12-Jun-2025,Cardiology,4,12,0,1,25,4.9,22,10,3.52,74,Arrhythmia,4,12,105488,0,0,0.3,0,0,0,68,118
12-Jun-2025,Cardiology,0,30,0,0,0,0.6,15,7,4.55,73,Hypertension,0,30,75000,0,0,0.3,0,0,0,41,35
12-Jun-2025,Cardiology,0,17,0,0,0,0.6,25,9,3.67,75,Stable Angina,0,17,42500,0,0,0.31,0,0,0,68,14
12-Jun-2025,Cardiology,0,50,0,0,0,1.4,15,10,4.07,80,Dyslipidemia,0,50,125000,0,0,0.18,0,0,0,29,28
12-Jun-2025,Pulmonology,17,0,2,1,5.88,4,19,11,4.06,78,COPD,17,0,177769,2,11.76,0.22,0,0,0,48,80
12-Jun-2025,Pulmonology,12,0,1,1,8.33,5.2,18,12,4.66,94,Pneumonia,12,0,143940,0,0,0.25,0,0,0,54,89
12-Jun-2025,Pulmonology,3,17,0,0,0,8,26,11,4.64,90,Asthma,3,17,50464,0,0,0.27,0,0,0,79,76
12-Jun-2025,Pulmonology,0,41,0,0,0,2,27,9,4.83,85,Bronchitis,0,41,69700,0,0,0.17,0,0,0,44,111
12-Jun-2025,Pulmonology,20,0,3,1,5,4.4,22,10,3.82,68,Tuberculosis,20,0,161600,3,15,0.32,0,0,0,34,100
